Date;Time;Millis;Comment;Latitude;Longitude;Altitude;Course;Speed;HDOP;Satellites;BatteryLevel;Left;Right;Confirmed;Marked;Invalid;InsidePrivacyArea;Factor;Measurements;Tms1;Lus1;Rus1;Tms2;Lus2;Rus2;Tms3;Lus3;Rus3;Tms4;Lus4;Rus4;Tms5;Lus5;Rus5;Tms6;Lus6;Rus6;Tms7;Lus7;Rus7;Tms8;Lus8;Rus8;Tms9;Lus9;Rus9;Tms10;Lus10;Rus10;Tms11;Lus11;Rus11;Tms12;Lus12;Rus12;Tms13;Lus13;Rus13;Tms14;Lus14;Rus14;Tms15;Lus15;Rus15;Tms16;Lus16;Rus16;Tms17;Lus17;Rus17;Tms18;Lus18;Rus18;Tms19;Lus19;Rus19;Tms20;Lus20;Rus20;Tms21;Lus21;Rus21;Tms22;Lus22;Rus22;Tms23;Lus23;Rus23;Tms24;Lus24;Rus24;Tms25;Lus25;Rus25;Tms26;Lus26;Rus26;Tms27;Lus27;Rus27;Tms28;Lus28;Rus28;Tms29;Lus29;Rus29;Tms30;Lus30;Rus30;Tms31;Lus31;Rus31;Tms32;Lus32;Rus32;Tms33;Lus33;Rus33;Tms34;Lus34;Rus34;Tms35;Lus35;Rus35;Tms36;Lus36;Rus36;Tms37;Lus37;Rus37;Tms38;Lus38;Rus38;Tms39;Lus39;Rus39;Tms40;Lus40;Rus40;Tms41;Lus41;Rus41;Tms42;Lus42;Rus42;Tms43;Lus43;Rus43;Tms44;Lus44;Rus44;Tms45;Lus45;Rus45;Tms46;Lus46;Rus46;Tms47;Lus47;Rus47;Tms48;Lus48;Rus48;Tms49;Lus49;Rus49;Tms50;Lus50;Rus50;Tms51;Lus51;Rus51;Tms52;Lus52;Rus52;Tms53;Lus53;Rus53;Tms54;Lus54;Rus54;Tms55;Lus55;Rus55;Tms56;Lus56;Rus56;Tms57;Lus57;Rus57;Tms58;Lus58;Rus58;Tms59;Lus59;Rus59;Tms60;Lus60;Rus60
15.12.2021;11:51:03;4431067;DEV: GPS lastNoiseLevel: 85;470.777.726;154.585.772;406.27;413.884;10.9;1.21;7;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;566;;;599;;;632;;;665;;;699;;;732;;;765;;;798;;;832;;;866;;;903;;;937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:04;4432039;DEV: GPS baud: 115201;470.778.029;154.585.841;406.29;322.647;9.6;1.21;7;100.00;;175;0;;0;0;58;29;0;;;34;;11849;60;;;93;;11922;129;;;162;;12065;189;;;222;;12204;255;;;288;;;329;;;362;;;405;;;438;;12760;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;764;;;798;;;831;;;875;;;908;;13917;937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:05;4433046;DEV: GPS alp bytes: 11916;470.778.431;154.586.057;407.43;839.877;10.5;1.64;6;100.00;;233;0;;0;0;58;29;0;;;34;;15256;73;;;106;;15377;136;;;169;;14650;199;;;232;;;271;;;304;;;347;;;380;;;413;;;446;;;480;;;513;;;546;;;579;;;613;;;646;;;679;;;712;;;746;;;779;;;812;;;846;;;884;;;917;;14623;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:06;4434063;DEV: GPS: RINV: Notice: no data saved!;470.778.744;154.586.282;408.54;1.380.903;9.9;1.64;6;100.00;;214;0;;0;0;58;28;0;;;33;;14413;72;;;105;;14164;142;;;175;;13982;209;;;243;;;276;;;309;;;351;;;385;;;418;;;451;;;484;;;518;;;551;;;584;;;617;;;651;;;684;;;717;;;750;;;784;;;817;;;855;;;889;16662;;920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:07;4435053;DEV: GPS: RINV: openbikesensor.org/v0.4.496;470.779.274;154.586.837;409.48;2.214.944;12.9;1.64;6;100.00;260;;0;;0;0;58;30;0;16874;;41;;;74;17042;;106;;;139;17323;;171;;;205;17513;;237;;;270;17778;;303;;;336;18038;;369;;;402;;;435;;;468;;;502;;;535;;;568;;;601;;;635;;;668;;;701;;;734;;;768;;;801;;;834;;;868;;;902;;;935;;;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:08;4436058;DEV: GPS: NTC: Resetting GPS;470.779.588;154.587.326;410.29;3.034.488;12.4;1.82;6;100.00;;;0;;0;0;58;30;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;365;;;399;;;432;;;465;;;498;;;532;;;565;;;598;;;631;;;665;;;698;;;731;;;764;;;797;;;831;;;865;;;902;;;935;;;968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:09;4437062;DEV: GPS: DBG: RF off;470.779.856;154.588.090;411.52;4.371.190;12.7;1.49;7;100.00;;116;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;8271;256;;;289;;;322;;;356;;;389;;;422;;;455;;;489;;8371;512;;;545;;8517;577;;;611;;10377;636;;;669;;10575;702;;;735;;;776;;;809;;9405;833;;;868;;;923;;;956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:10;4438055;DEV: GPS: DBG: FP chip=6 f=26000000 if=3008250(2906250,102000);470.780.079;154.588.676;413.16;5.024.436;13.8;1.21;7;100.00;221;115;0;;0;0;58;30;0;16453;;32;;;65;16227;;96;;;137;16104;;168;;;209;16079;;240;;8973;269;16034;;300;;;333;16074;;364;;8980;397;16082;;428;;8797;451;;;484;;8654;513;;;546;;8543;577;;;610;;8435;638;;;672;;8412;700;;;733;;;767;14612;;796;;;838;14425;;868;;;914;;;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:11;4439038;DEV: GPS: DBG: RF addr 88;470.780.334;154.589.299;415.19;5.086.360;14.4;1.21;7;100.00;209;161;0;;0;0;58;31;0;14425;;29;;;70;14354;;99;;;133;14317;;162;;;200;14371;;230;;;263;14438;;292;;;325;14553;;354;;;388;;;421;;11044;447;;;480;;11092;514;;;548;;11194;574;;;607;;11277;638;;;671;;12964;705;;;738;;11540;770;;;803;;;844;;;877;;;921;13862;;949;;;983;13716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:12;4440051;DEV: GPS: DBG: ALPSRV no stor;470.780.726;154.590.602;415.25;5.145.346;14.5;1.21;7;100.00;202;195;0;;0;0;58;29;0;13699;;36;;;75;13477;;104;;;137;13442;;165;;;204;;;237;;;270;;;304;;;337;;;370;;13124;398;;;431;;13084;468;;;501;;13046;534;15067;;564;;13081;592;;;625;;13110;653;;;686;;14134;721;;;754;;;797;;;830;;;873;14188;;911;;;945;14351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:13;4441032;DEV: GPS: DBG: AID INI: pos;470.781.256;154.591.501;416.29;4.439.655;15.4;1.15;8;100.00;215;150;0;;0;0;58;31;0;14267;;29;;;62;;;96;;;129;14477;;158;;;191;14579;;221;;;254;14674;;283;;11717;310;;;343;;;376;;;409;;11464;445;;;478;;11235;511;;;545;;11014;576;;;609;;10887;642;;;676;;10687;706;;;740;;;773;;;806;;;849;15274;;879;;10203;908;15223;;938;;10491;972;15244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:14;4442040;DEV: GPS: SBAS: mode: 0 System: 0 cnt: 0;470.781.694;154.592.427;417.35;4.349.860;16.2;1.15;8;100.00;232;150;0;;0;0;58;30;0;15228;;30;;;64;15284;;94;;;136;;;169;;;203;;;236;;;269;;;302;;;335;;;369;;;402;;;435;;;468;;;502;;;535;;;568;;;601;;;634;;;668;;;701;;;734;;;767;;;801;;;834;;;867;;;904;;;938;;;971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:15;4443049;DEV: GPS: swVersion: 7.03 (45969);470.781.914;154.593.053;418.57;4.424.413;13.1;1.15;8;100.00;;;0;;0;0;58;30;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;831;;;864;;;907;;;941;;;974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:16;4444060;DEV: GPS: hwVersion: 00040007;470.782.139;154.593.698;421.15;5.027.803;14.9;1.21;7;100.00;;;0;;0;0;58;29;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;764;;;798;;;831;;;865;;;908;;;941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:17;4445036;DEV: GPS: NTC: ANTSTATUS=OK;470.782.369;154.594.265;422.31;5.113.815;13.9;1.64;6;100.00;;;0;;0;0;58;28;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;566;;;599;;;632;;;665;;;699;;;732;;;765;;;798;;;832;;;866;;;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:18;4446076;DEV: GPS: TimeToFix 13173ms;470.782.519;154.594.972;423.24;5.609.406;14.1;1.64;6;100.00;;;0;;0;0;58;29;0;;;42;;;76;;;109;;;142;;;175;;;209;;;242;;;275;;;308;;;341;;;375;;;408;;;441;;;474;;;507;;;541;;;574;;;607;;;640;;;673;;;707;;;740;;;773;;;806;;;840;;;883;;;916;;;949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:19;4447062;DEV: GPS: ALP Data valid from: 02.12.2021T12:59:42Z;470.782.873;154.595.979;423.13;5.694.888;15.5;1.21;7;100.00;;;0;;0;0;58;29;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;365;;;399;;;432;;;465;;;498;;;532;;;565;;;598;;;631;;;665;;;698;;;731;;;764;;;797;;;832;;;868;;;902;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:20;4448184;DEV: GPS: ALP Data valid to: 16.12.2021T12:59:42Z;470.783.124;154.596.683;422.83;5.632.699;14.6;1.21;7;100.00;;;0;;0;0;58;26;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;565;;;599;;;632;;;665;;;698;;;732;;;775;;;808;;;842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:21;4449063;;470.783.333;154.597.119;420.59;5.999.865;12.1;1.20;8;100.00;;;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;631;;;665;;;698;;;731;;;764;;;798;;;831;;;865;;;901;;;935;;;968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:22;4450067;;470.783.633;154.597.616;418.02;6.268.155;11.8;1.20;8;100.00;;;0;;0;0;58;30;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;566;;;599;;;632;;;665;;;698;;;732;;;765;;;798;;;831;;;866;;;899;;;932;;;966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:23;4451068;;470.783.960;154.598.089;415.13;6.531.948;11.9;1.20;8;100.00;;;0;;0;0;58;29;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;365;;;399;;;432;;;465;;;498;;;532;;;565;;;598;;;631;;;664;;;698;;;731;;;764;;;797;;;831;;;865;;;898;;;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:24;4452036;;470.784.209;154.598.605;412.42;6.836.972;11.7;1.20;8;100.00;;;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;764;;;798;;;831;;11215;858;;;892;;;925;;;958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:25;4453065;;470.784.440;154.599.095;410.24;6.965.639;11.0;1.20;8;100.00;;;0;;0;0;58;30;0;;;33;;10957;59;;;92;;;125;;;159;;;192;;;225;;;258;;;292;;;325;;;358;;;391;;;424;;;458;;;491;;10358;516;;;549;;;582;;;616;;;649;;;682;;;715;;;749;;;782;;;815;;;848;;;886;;;920;;;953;;10305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:26;4454045;;470.784.545;154.599.529;408.34;7.509.682;9.8;1.20;8;100.00;;;0;;0;0;58;30;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;831;;;864;;;899;;;932;;;966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:27;4455047;;470.784.637;154.599.960;406.25;8.038.435;9.1;1.20;8;100.00;;;0;;0;0;58;30;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;;399;;;432;;;466;;;499;;11762;525;;;559;;;592;;;625;;;658;;;691;;;725;;;758;;;791;;;824;;;858;;;895;;;928;;;961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:28;4456044;;470.784.729;154.600.350;404.38;8.229.315;8.3;1.20;8;100.00;;;0;;0;0;58;30;0;;;34;;;67;;;100;;;134;;;167;;11776;193;;;226;;;260;;;293;;;326;;;359;;;393;;;426;;;459;;;492;;;526;;;559;;;592;;;625;;;659;;;692;;;725;;;758;;;792;;;825;;;858;;;896;;;929;;;962;;11917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:29;4457035;;470.784.768;154.600.622;403.04;8.543.325;6.7;1.20;8;100.00;;;0;;0;0;58;31;0;;;34;;;67;;;100;;;134;;;167;;11916;193;;;227;;;260;;;293;;;326;;;360;;;393;;;426;;;459;;;493;;;526;;;559;;;592;;;626;;;659;;;692;;;725;;;759;;;792;;;825;;;858;;;893;;;929;;;963;;;996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:30;4458066;;470.784.750;154.600.912;401.59;9.262.428;5.9;1.20;8;100.00;187;;0;;0;0;58;29;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;12542;393;;;427;;;460;;;493;;;526;;;560;;;593;;;626;;;659;12618;;687;;;720;11600;;756;;;789;;;823;;;860;;;893;;;927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:31;4459063;;470.784.762;154.601.503;399.80;9.979.120;7.8;1.20;8;100.00;;;0;;0;0;58;28;0;;;33;;;67;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;631;;;665;;;698;;;731;;;764;;;798;;;832;;;869;;;902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:32;4460035;;470.784.789;154.602.095;398.10;10.379.037;8.6;1.20;8;100.00;;;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;566;;;599;;;632;;;665;;;699;;;732;;;765;;;798;;;832;;;865;;;902;;;936;;;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:33;4461040;;470.784.903;154.602.728;396.22;9.871.252;9.1;1.20;8;100.00;;;0;;0;0;58;30;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;831;;;864;;;907;;;941;;;974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:34;4462050;;470.784.863;154.603.290;394.74;10.289.390;8.7;1.21;7;100.00;;;0;;0;0;58;30;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;466;;;499;;;532;;;565;;;599;;;632;;;665;;;698;;;732;;;765;;;798;;;831;;;865;;;899;;;933;;;966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:35;4463052;;470.784.825;154.603.871;393.04;10.805.510;8.4;1.21;7;100.00;275;;0;;0;0;58;30;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;267;;;300;;;333;17837;;366;;;399;17750;;431;;;465;17724;;497;;;530;17713;;563;;;596;;;629;;;662;17799;;695;;;728;;;761;;;794;;;828;;;861;;;896;;;929;;;962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:36;4464049;;470.784.838;154.604.442;391.21;10.904.299;8.0;1.21;7;100.00;;;0;;0;0;58;30;0;;;42;;;76;;;109;;;142;;;175;;;209;;;242;;;275;;;308;;;342;;;375;;;408;;;441;;;475;;;508;;;541;;;574;;;608;;;641;;;674;;;707;;;741;;;774;;;807;;;840;;;875;;;908;;;942;;;975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:37;4465060;;470.784.939;154.605.090;389.55;10.335.538;8.2;1.21;7;100.00;;;0;;0;0;58;30;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;631;;;665;;;698;;;731;;;764;;;798;;;831;;;865;;;902;;;936;;;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:38;4466065;;470.784.975;154.605.390;389.27;9.800.027;8.1;1.63;6;100.00;;;0;;0;0;58;29;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;831;;;866;;;902;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:39;4467037;;470.784.960;154.605.647;388.82;9.649.475;7.6;1.63;6;100.00;;;0;;0;0;58;29;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;365;;;399;;;432;;;465;;;498;;;532;;;565;;;598;;;631;;;665;;;698;;;731;;;764;;;797;;;831;;;865;;;898;;;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:40;4468039;;470.785.012;154.605.945;388.61;9.307.376;7.3;1.63;6;100.00;;;0;;0;0;58;29;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;332;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;831;;;868;;;902;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:41;4469044;;470.785.090;154.605.953;388.45;9.307.376;5.2;1.63;6;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;566;;;599;;;632;;;665;;;698;;;732;;;765;;;798;;;831;;;866;;;899;;;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:42;4470047;;470.785.213;154.606.194;388.39;7.892.800;5.8;1.63;6;100.00;198;;0;;0;0;58;29;0;;;33;;;66;13986;;95;;;128;13688;;165;;;199;13475;;227;;;268;13281;;296;;;335;13228;;363;;;406;;;439;;;472;13006;;500;;;533;;;567;;;600;;;633;;;666;;;699;;;733;;;766;;;799;;;833;;;870;;;903;;10952;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:43;4471046;;470.785.297;154.606.220;388.56;7.892.800;4.6;1.63;6;100.00;;157;0;;0;0;58;28;0;;;34;;;67;;;100;;10618;135;;;168;;;211;;;244;;10893;279;;;312;;11128;345;;;378;;;412;;;445;;11244;476;;;509;;11396;541;;;574;;;607;;;641;;;683;;;716;;;750;;;783;;;816;;;851;;;887;;;920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:44;4472037;;470.785.580;154.606.832;387.20;7.892.800;4.9;1.21;7;100.00;154;196;0;;0;0;58;32;0;;;33;;;67;;;100;;;133;10910;;159;;;192;10760;;218;;;256;;;290;;;323;10677;;348;;;387;10711;;413;;;452;10762;;477;;;510;10787;;536;;;569;10888;;595;;;628;10965;;654;;;687;11129;;713;;13137;740;;;774;;13149;811;11321;;837;;;870;;;905;;;947;;;981;;12076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:45;4473047;;470.785.754;154.607.115;386.98;7.892.800;4.3;1.21;7;100.00;168;169;0;;0;0;58;32;0;;;33;;11916;69;12603;;97;;11756;129;;;162;;11589;194;;;227;;11474;261;;;294;;;327;;;361;;;403;11474;;429;;;462;11538;;489;;;522;11514;;548;;;581;11540;;608;;;641;11541;;667;;;700;11520;;726;;;760;11560;;786;;;819;;;852;;;890;11440;;916;;;949;11508;;975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:51:46;4474161;;470.785.939;154.607.684;386.46;7.892.800;5.0;1.21;7;100.00;88;;0;;0;0;58;28;0;;;34;;;67;13377;;95;;;129;;;162;;;195;;;228;;;262;9760;;286;;;319;;;353;;;386;8890;;409;;;451;8552;;474;;;515;8170;;538;;;578;7841;;601;;;639;7519;;661;;;702;7230;;724;;;767;6868;;793;;;832;6616;;854;;12803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
